noise_condition,dataset_type,k_features,feature_method,mean_accuracy,std_accuracy,selected_features_str
uniform10,original,20,wst,0.983333,0.033333,"R_wst_mean_0, R_wst_mean_7, R_wst_mean_8, R_wst_mean_9, R_wst_mean_10, R_wst_mean_14, R_wst_mean_15, R_wst_mean_16, R_wst_std_0, G_wst_mean_1, G_wst_mean_7, G_wst_mean_8, G_wst_mean_9, G_wst_mean_10, G_wst_mean_14, G_wst_mean_15, G_wst_mean_16, G_wst_std_0, B_wst_mean_0, B_wst_std_0"
uniform10,small,2,advanced_stats,0.962963,0.02963,"R_iqr, G_iqr;R_iqr, G_mad;R_grad_mean, B_grad_mean"
uniform10,small,2,hybrid,0.955556,0.047942,"R_iqr, G_iqr;R_iqr, G_mad;G_wst_mean_11, B_wst_mean_5"
uniform10,small,2,wst,0.911111,0.074696,"R_wst_mean_14, R_wst_mean_15;R_wst_std_0, G_wst_std_0;G_wst_mean_11, B_wst_mean_5"
uniform10,small,5,advanced_stats,0.962963,0.042531,"R_min, R_iqr, R_mad, G_iqr, G_mad;R_iqr, G_min, G_range, G_iqr, G_mad;R_mad, R_grad_mean, G_range, G_grad_mean, B_grad_mean"
uniform10,small,5,hybrid,0.955556,0.047942,"R_min, R_iqr, R_mad, G_iqr, G_mad;R_iqr, G_min, G_range, G_iqr, G_mad;G_wst_mean_4, G_wst_mean_5, G_wst_mean_11, B_wst_mean_5, B_wst_mean_13"
uniform10,small,5,wst,0.911111,0.077571,"R_wst_mean_7, R_wst_mean_14, R_wst_mean_15, R_wst_std_0, G_wst_mean_15;R_wst_mean_15, R_wst_mean_16, R_wst_std_0, G_wst_mean_16, G_wst_std_0;G_wst_mean_4, G_wst_mean_5, G_wst_mean_11, B_wst_mean_5, B_wst_mean_13"
uniform10,small,10,advanced_stats,0.948148,0.065918,"R_std, R_var, R_min, R_range, R_iqr, R_mad, G_min, G_range, G_iqr, G_mad;R_min, R_iqr, R_mad, G_min, G_range, G_iqr, G_mad, B_min, B_cv, B_p10;R_std, R_var, R_mad, R_grad_mean, G_var, G_range, G_iqr, G_grad_mean, B_iqr, B_grad_mean"
uniform10,small,10,hybrid,0.940741,0.057346,"R_std, R_var, R_min, R_iqr, R_mad, G_min, G_p10, G_iqr, G_mad, R_wst_mean_15;R_min, R_iqr, R_mad, G_min, G_range, G_iqr, G_mad, B_min, B_cv, B_p10;R_wst_mean_4, R_wst_mean_11, G_wst_mean_4, G_wst_mean_5, G_wst_mean_11, G_wst_std_5, G_wst_std_52, B_wst_mean_4, B_wst_mean_5, B_wst_mean_13"
uniform10,small,10,wst,0.903704,0.07216,"R_wst_mean_6, R_wst_mean_7, R_wst_mean_14, R_wst_mean_15, R_wst_mean_70, R_wst_std_0, G_wst_mean_5, G_wst_mean_6, G_wst_mean_14, G_wst_mean_15;R_wst_mean_8, R_wst_mean_9, R_wst_mean_15, R_wst_mean_16, R_wst_std_0, G_wst_mean_7, G_wst_mean_9, G_wst_mean_16, G_wst_std_0, B_wst_std_0;R_wst_mean_4, R_wst_mean_11, G_wst_mean_4, G_wst_mean_5, G_wst_mean_11, G_wst_std_5, G_wst_std_52, B_wst_mean_4, B_wst_mean_5, B_wst_mean_13"
uniform10,small,20,advanced_stats,0.940741,0.064005,"R_std, R_var, R_min, R_range, R_cv, R_iqr, R_mad, G_std, G_var, G_min, G_range, G_cv, G_p10, G_p25, G_iqr, G_mad, B_min, B_cv, B_p10, B_p25;R_std, R_var, R_min, R_cv, R_p10, R_iqr, R_mad, G_std, G_var, G_min, G_range, G_cv, G_iqr, G_mad, B_min, B_cv, B_p10, B_p25, B_iqr, B_mad;R_std, R_var, R_iqr, R_mad, R_grad_mean, G_std, G_var, G_range, G_cv, G_iqr, G_mad, G_grad_mean, B_std, B_var, B_max, B_range, B_p90, B_iqr, B_mad, B_grad_mean"
uniform10,small,20,hybrid,0.940741,0.066086,"R_std, R_var, R_min, R_range, R_cv, R_iqr, R_mad, G_std, G_min, G_range, G_cv, G_p10, G_iqr, G_mad, B_min, B_p10, R_wst_mean_7, R_wst_mean_14, R_wst_mean_15, G_wst_mean_15;R_std, R_min, R_cv, R_p10, R_iqr, R_mad, G_std, G_var, G_min, G_range, G_iqr, G_mad, B_min, B_cv, B_p10, B_iqr, R_wst_mean_16, R_wst_std_0, G_wst_mean_16, G_wst_std_0;B_grad_mean, R_wst_mean_3, R_wst_mean_4, R_wst_mean_11, R_wst_mean_12, R_wst_mean_13, G_wst_mean_3, G_wst_mean_4, G_wst_mean_5, G_wst_mean_11, G_wst_mean_12, G_wst_mean_36, G_wst_std_5, G_wst_std_13, G_wst_std_52, G_wst_std_61, B_wst_mean_3, B_wst_mean_4, B_wst_mean_5, B_wst_mean_13"
uniform10,small,20,wst,0.888889,0.078856,"R_wst_mean_4, R_wst_mean_5, R_wst_mean_6, R_wst_mean_7, R_wst_mean_8, R_wst_mean_12, R_wst_mean_14, R_wst_mean_15, R_wst_mean_70, R_wst_std_0, G_wst_mean_5, G_wst_mean_6, G_wst_mean_7, G_wst_mean_14, G_wst_mean_15, G_wst_mean_16, G_wst_mean_54, G_wst_mean_61, G_wst_std_0, B_wst_mean_15;R_wst_mean_1, R_wst_mean_7, R_wst_mean_8, R_wst_mean_9, R_wst_mean_10, R_wst_mean_11, R_wst_mean_12, R_wst_mean_15, R_wst_mean_16, R_wst_std_0, G_wst_mean_7, G_wst_mean_8, G_wst_mean_9, G_wst_mean_10, G_wst_mean_12, G_wst_mean_15, G_wst_mean_16, G_wst_std_0, B_wst_mean_0, B_wst_std_0;R_wst_mean_3, R_wst_mean_4, R_wst_mean_11, R_wst_mean_12, R_wst_mean_13, G_wst_mean_3, G_wst_mean_4, G_wst_mean_5, G_wst_mean_11, G_wst_mean_12, G_wst_mean_36, G_wst_std_5, G_wst_std_13, G_wst_std_52, G_wst_std_61, B_wst_mean_3, B_wst_mean_4, B_wst_mean_5, B_wst_mean_11, B_wst_mean_13"
uniform25,mini,2,advanced_stats,0.911111,0.098878,"R_min, B_min;R_min, B_min;R_grad_mean, G_grad_mean"
uniform25,mini,2,hybrid,0.911111,0.098878,"R_min, B_min;R_min, B_min;R_grad_mean, G_grad_mean"
uniform25,mini,2,wst,0.888889,0.108866,"R_wst_mean_6, R_wst_mean_15;R_wst_std_0, G_wst_std_0;R_wst_mean_11, R_wst_std_11"
uniform25,mini,5,advanced_stats,0.8,0.153311,"R_min, G_min, G_mad, B_min, B_p25;R_min, R_max, G_min, B_min, B_max;R_var, R_grad_mean, G_grad_mean, B_iqr, B_grad_mean"
uniform25,mini,5,hybrid,0.911111,0.143322,"R_min, G_iqr, G_mad, B_min, R_wst_mean_6;R_max, G_min, B_min, B_max, B_wst_mean_0;R_grad_mean, G_grad_mean, G_wst_mean_4, G_wst_mean_12, G_wst_std_11"
uniform25,mini,5,wst,0.888889,0.108866,"R_wst_mean_2, R_wst_mean_6, R_wst_mean_7, R_wst_mean_14, G_wst_mean_10;R_wst_mean_0, R_wst_std_0, G_wst_mean_5, G_wst_std_0, B_wst_mean_0;R_wst_mean_11, R_wst_mean_12, R_wst_std_0, R_wst_std_11, G_wst_mean_11"
uniform25,mini,10,advanced_stats,0.955556,0.088889,"R_min, R_mad, R_grad_mean, G_min, G_max, G_range, G_iqr, B_min, B_p10, B_p25;R_min, R_max, G_std, G_min, G_range, B_min, B_max, B_p10, B_p25, B_p75;R_std, R_var, R_range, R_iqr, R_mad, R_grad_mean, G_grad_mean, B_skew, B_iqr, B_grad_mean"
uniform25,mini,10,hybrid,0.866667,0.153311,"R_min, R_grad_mean, G_min, G_iqr, G_mad, B_min, R_wst_mean_6, R_wst_mean_14, R_wst_mean_15, R_wst_std_62;R_min, R_max, G_std, G_min, B_mean, B_min, B_max, B_p10, G_wst_mean_5, B_wst_mean_0;R_grad_mean, G_grad_mean, R_wst_mean_11, R_wst_mean_12, R_wst_mean_13, R_wst_std_11, G_wst_mean_10, G_wst_mean_11, G_wst_std_10, G_wst_std_11"
uniform25,mini,10,wst,0.977778,0.044444,"R_wst_mean_2, R_wst_mean_6, R_wst_mean_12, R_wst_mean_13, R_wst_mean_14, R_wst_mean_15, R_wst_std_62, G_wst_mean_3, G_wst_std_71, B_wst_mean_0;R_wst_mean_0, R_wst_mean_14, R_wst_mean_15, R_wst_mean_27, G_wst_mean_5, G_wst_mean_13, G_wst_mean_14, G_wst_mean_35, G_wst_std_0, B_wst_mean_0;R_wst_mean_11, R_wst_mean_12, R_wst_mean_13, R_wst_std_11, G_wst_mean_4, G_wst_mean_10, G_wst_mean_11, G_wst_mean_13, G_wst_std_11, G_wst_std_12"
uniform25,mini,20,advanced_stats,0.844444,0.153311,"R_std, R_var, R_min, R_cv, R_iqr, R_mad, R_grad_mean, G_std, G_var, G_min, G_range, G_iqr, G_mad, G_grad_mean, B_mean, B_min, B_cv, B_p10, B_p25, B_p50;R_std, R_var, R_min, R_max, R_p10, R_p25, R_p75, R_iqr, R_mad, G_std, G_var, G_min, G_range, G_mad, B_min, B_max, B_cv, B_p10, B_p25, B_p50;R_std, R_var, R_range, R_iqr, R_mad, R_grad_mean, G_var, G_iqr, G_mad, G_grad_mean, B_mean, B_std, B_var, B_skew, B_kurt, B_p75, B_p90, B_iqr, B_mad, B_grad_mean"
uniform25,mini,20,hybrid,0.888889,0.108866,"R_var, R_min, R_grad_mean, G_std, G_min, G_range, G_mad, G_grad_mean, B_min, B_max, B_p10, B_p25, B_p50, R_wst_mean_2, R_wst_mean_6, R_wst_mean_13, R_wst_mean_14, R_wst_mean_15, G_wst_mean_10, B_wst_mean_0;R_min, R_max, R_p10, R_p75, G_std, G_var, G_min, G_range, G_mad, B_mean, B_min, B_max, B_cv, B_p10, B_p25, B_p50, G_wst_mean_5, G_wst_mean_13, G_wst_std_0, B_wst_mean_0;R_mad, R_grad_mean, G_grad_mean, R_wst_mean_10, R_wst_mean_11, R_wst_mean_12, R_wst_mean_13, R_wst_std_0, R_wst_std_10, R_wst_std_11, R_wst_std_12, G_wst_mean_4, G_wst_mean_9, G_wst_mean_10, G_wst_mean_11, G_wst_mean_12, G_wst_mean_13, G_wst_std_10, G_wst_std_11, G_wst_std_12"
uniform25,mini,20,wst,0.844444,0.153311,"R_wst_mean_2, R_wst_mean_6, R_wst_mean_7, R_wst_mean_10, R_wst_mean_11, R_wst_mean_12, R_wst_mean_13, R_wst_mean_14, R_wst_mean_15, R_wst_std_13, R_wst_std_62, G_wst_mean_1, G_wst_mean_2, G_wst_mean_3, G_wst_mean_10, G_wst_mean_11, G_wst_mean_14, G_wst_std_52, G_wst_std_71, B_wst_mean_0;R_wst_mean_0, R_wst_mean_10, R_wst_mean_11, R_wst_mean_14, R_wst_mean_15, R_wst_mean_27, R_wst_std_0, G_wst_mean_1, G_wst_mean_3, G_wst_mean_5, G_wst_mean_9, G_wst_mean_10, G_wst_mean_12, G_wst_mean_13, G_wst_mean_14, G_wst_mean_15, G_wst_mean_35, G_wst_std_0, B_wst_mean_0, B_wst_mean_1;R_wst_mean_2, R_wst_mean_10, R_wst_mean_11, R_wst_mean_12, R_wst_mean_13, R_wst_std_0, R_wst_std_11, R_wst_std_12, R_wst_std_13, G_wst_mean_4, G_wst_mean_9, G_wst_mean_10, G_wst_mean_11, G_wst_mean_12, G_wst_mean_13, G_wst_std_10, G_wst_std_11, G_wst_std_12, B_wst_mean_14, B_wst_std_14"
uniform25,original,2,advanced_stats,0.983333,0.033333,"R_min, G_min"
uniform25,original,2,advanced_stats,0.858333,0.033333,"R_std, R_var"
uniform25,original,2,advanced_stats,0.983667,0.020011,"G_mad, B_cv"
uniform25,original,2,hybrid,0.983333,0.033333,"R_min, G_min"
uniform25,original,2,hybrid,0.933333,0.056519,"R_wst_std_0, G_wst_mean_13"
uniform25,original,2,hybrid,0.983667,0.020011,"G_mad, B_cv"
uniform25,original,2,wst,0.96558,0.017224,"R_wst_mean_15, G_wst_std_0"
uniform25,original,2,wst,0.933333,0.056519,"R_wst_std_0, G_wst_mean_13"
uniform25,original,2,wst,0.917,0.026882,"R_wst_std_0, G_wst_std_0"
uniform25,original,5,advanced_stats,0.974638,0.033522,"R_min, R_mad, G_min, G_range, G_mad"
uniform25,original,5,advanced_stats,0.95,0.080795,"R_std, R_var, R_iqr, R_mad, B_grad_mean"
uniform25,original,5,advanced_stats,0.991667,0.016667,"R_mad, G_min, G_iqr, G_mad, B_cv"
uniform25,original,5,hybrid,0.974638,0.033522,"R_min, R_mad, G_min, G_range, G_mad"
uniform25,original,5,hybrid,0.941667,0.056519,"R_std, R_var, R_wst_std_0, G_wst_mean_13, G_wst_std_13"
uniform25,original,5,hybrid,0.983333,0.020412,"R_mad, G_var, G_iqr, G_mad, B_cv"
uniform25,original,5,wst,0.96558,0.032447,"R_wst_mean_15, R_wst_std_0, G_wst_mean_14, G_wst_mean_15, G_wst_std_0"
uniform25,original,5,wst,0.933333,0.07728,"R_wst_mean_13, R_wst_std_0, G_wst_mean_13, G_wst_std_13, G_wst_std_14"
uniform25,original,5,wst,0.975,0.033333,"R_wst_std_0, G_wst_mean_16, G_wst_std_0, B_wst_mean_0, B_wst_std_0"
uniform25,original,10,advanced_stats,0.975,0.05,"R_std, R_var, R_min, R_mad, G_std, G_var, G_min, G_range, G_mad, B_min"
uniform25,original,10,advanced_stats,0.983333,0.033333,"R_std, R_var, R_iqr, R_mad, R_grad_mean, G_iqr, G_grad_mean, B_skew, B_iqr, B_grad_mean"
uniform25,original,10,advanced_stats,0.983333,0.020412,"R_min, R_mad, G_std, G_var, G_min, G_range, G_iqr, G_mad, B_cv, B_p10"
uniform25,original,10,hybrid,0.975,0.05,"R_std, R_min, R_mad, G_std, G_var, G_min, G_range, G_iqr, G_mad, B_min"
uniform25,original,10,hybrid,0.95,0.040825,"R_std, R_var, R_iqr, R_wst_mean_13, R_wst_std_0, G_wst_mean_11, G_wst_mean_12, G_wst_mean_13, G_wst_std_13, G_wst_std_14"
uniform25,original,10,hybrid,0.983333,0.020412,"R_min, R_mad, G_std, G_var, G_min, G_range, G_iqr, G_mad, B_cv, B_p10"
uniform25,original,10,wst,0.956884,0.047634,"R_wst_mean_10, R_wst_mean_13, R_wst_mean_14, R_wst_mean_15, R_wst_std_0, G_wst_mean_10, G_wst_mean_13, G_wst_mean_14, G_wst_mean_15, G_wst_std_0"
uniform25,original,10,wst,0.933333,0.07728,"R_wst_mean_13, R_wst_std_0, G_wst_mean_11, G_wst_mean_12, G_wst_mean_13, G_wst_std_11, G_wst_std_12, G_wst_std_13, G_wst_std_14, B_wst_mean_11"
uniform25,original,10,wst,0.958333,0.037268,"R_wst_mean_0, R_wst_mean_10, R_wst_mean_15, R_wst_mean_16, R_wst_std_0, G_wst_mean_9, G_wst_mean_16, G_wst_std_0, B_wst_mean_0, B_wst_std_0"
uniform25,original,20,advanced_stats,0.974638,0.033522,"R_std, R_var, R_min, R_range, R_cv, R_iqr, R_mad, R_grad_mean, G_std, G_var, G_min, G_range, G_cv, G_p10, G_iqr, G_mad, G_grad_mean, B_min, B_cv, B_p10"
uniform25,original,20,advanced_stats,0.983333,0.033333,"R_std, R_var, R_range, R_iqr, R_mad, R_grad_mean, G_std, G_var, G_range, G_iqr, G_mad, G_grad_mean, B_mean, B_skew, B_kurt, B_cv, B_p50, B_p75, B_iqr, B_grad_mean"
uniform25,original,20,advanced_stats,0.991667,0.016667,"R_std, R_var, R_min, R_cv, R_p10, R_p25, R_iqr, R_mad, G_std, G_var, G_min, G_range, G_cv, G_iqr, G_mad, B_mean, B_min, B_cv, B_p10, B_p25"
uniform25,original,20,hybrid,0.991304,0.017391,"R_std, R_var, R_min, R_cv, R_iqr, R_mad, G_std, G_var, G_min, G_range, G_cv, G_iqr, G_mad, G_grad_mean, B_min, B_cv, R_wst_mean_15, R_wst_std_0, G_wst_mean_15, G_wst_std_0"
uniform25,original,20,hybrid,0.95,0.061237,"R_std, R_var, R_iqr, R_mad, G_grad_mean, B_grad_mean, R_wst_mean_11, R_wst_mean_12, R_wst_mean_13, R_wst_std_0, G_wst_mean_11, G_wst_mean_12, G_wst_mean_13, G_wst_mean_14, G_wst_std_11, G_wst_std_12, G_wst_std_13, G_wst_std_14, B_wst_mean_11, B_wst_mean_13"
uniform25,original,20,hybrid,0.983333,0.020412,"R_std, R_var, R_min, R_cv, R_p10, R_iqr, R_mad, G_std, G_var, G_min, G_range, G_cv, G_iqr, G_mad, B_min, B_cv, B_p10, B_p25, R_wst_std_0, G_wst_std_0"
uniform25,original,20,wst,0.948188,0.050771,"R_wst_mean_9, R_wst_mean_10, R_wst_mean_11, R_wst_mean_12, R_wst_mean_13, R_wst_mean_14, R_wst_mean_15, R_wst_mean_16, R_wst_std_0, G_wst_mean_3, G_wst_mean_7, G_wst_mean_9, G_wst_mean_10, G_wst_mean_11, G_wst_mean_12, G_wst_mean_13, G_wst_mean_14, G_wst_mean_15, G_wst_mean_16, G_wst_std_0"
uniform25,original,20,wst,0.958333,0.045644,"R_wst_mean_11, R_wst_mean_12, R_wst_mean_13, R_wst_std_0, R_wst_std_11, R_wst_std_12, R_wst_std_13, G_wst_mean_10, G_wst_mean_11, G_wst_mean_12, G_wst_mean_13, G_wst_mean_14, G_wst_std_11, G_wst_std_12, G_wst_std_13, G_wst_std_14, B_wst_mean_11, B_wst_mean_12, B_wst_mean_13, B_wst_mean_14"
uniform25,original,20,wst,0.983333,0.033333,"R_wst_mean_0, R_wst_mean_9, R_wst_mean_10, R_wst_mean_14, R_wst_mean_15, R_wst_mean_16, R_wst_std_0, R_wst_std_14, G_wst_mean_4, G_wst_mean_6, G_wst_mean_7, G_wst_mean_9, G_wst_mean_10, G_wst_mean_14, G_wst_mean_15, G_wst_mean_16, G_wst_std_0, B_wst_mean_0, B_wst_mean_9, B_wst_std_0"
uniform25,small,2,advanced_stats,0.948148,0.060675,"R_min, R_iqr;G_min, G_range;R_grad_mean, B_grad_mean"
uniform25,small,2,hybrid,0.955556,0.057346,"R_min, R_mad;G_min, B_min;B_grad_mean, G_wst_mean_11"
uniform25,small,2,wst,0.896296,0.073576,"R_wst_mean_14, G_wst_mean_14;R_wst_std_0, G_wst_std_0;G_wst_mean_11, B_wst_mean_11"
uniform25,small,5,advanced_stats,0.940741,0.079808,"R_min, R_iqr, R_mad, G_min, G_range;R_min, G_min, G_range, G_mad, B_cv;R_std, R_mad, R_grad_mean, G_grad_mean, B_grad_mean"
uniform25,small,5,hybrid,0.911111,0.060675,"R_min, R_iqr, R_mad, G_min, G_range;R_min, G_min, G_range, G_mad, B_cv;B_grad_mean, G_wst_mean_11, B_wst_mean_11, B_wst_mean_12, B_wst_mean_13"
uniform25,small,5,wst,0.918519,0.069285,"R_wst_mean_14, R_wst_mean_15, R_wst_std_0, G_wst_mean_5, G_wst_mean_14;R_wst_mean_16, R_wst_std_0, G_wst_mean_16, G_wst_std_0, B_wst_std_0;G_wst_mean_11, G_wst_std_13, B_wst_mean_11, B_wst_mean_12, B_wst_mean_13"
uniform25,small,10,advanced_stats,0.918519,0.090966,"R_std, R_var, R_min, R_range, R_iqr, R_mad, G_min, G_range, G_iqr, G_mad;R_std, R_min, R_mad, G_std, G_var, G_min, G_range, G_mad, B_cv, B_p10;R_std, R_var, R_iqr, R_mad, R_grad_mean, G_var, G_kurt, G_iqr, G_grad_mean, B_grad_mean"
uniform25,small,10,hybrid,0.911111,0.065918,"R_min, R_range, R_iqr, R_mad, G_min, G_range, G_mad, R_wst_mean_14, R_wst_mean_15, G_wst_mean_14;R_min, R_mad, G_std, G_var, G_min, G_range, G_mad, B_cv, R_wst_std_0, G_wst_std_0;B_grad_mean, R_wst_mean_11, R_wst_mean_13, G_wst_mean_11, G_wst_mean_12, G_wst_std_13, B_wst_mean_10, B_wst_mean_11, B_wst_mean_12, B_wst_mean_13"
uniform25,small,10,wst,0.896296,0.084267,"R_wst_mean_5, R_wst_mean_14, R_wst_mean_15, R_wst_std_0, G_wst_mean_5, G_wst_mean_6, G_wst_mean_14, G_wst_mean_15, G_wst_mean_16, G_wst_std_0;R_wst_mean_9, R_wst_mean_15, R_wst_mean_16, R_wst_std_0, G_wst_mean_9, G_wst_mean_15, G_wst_mean_16, G_wst_std_0, B_wst_mean_0, B_wst_std_0;R_wst_mean_11, R_wst_mean_13, G_wst_mean_11, G_wst_mean_12, G_wst_std_13, B_wst_mean_9, B_wst_mean_10, B_wst_mean_11, B_wst_mean_12, B_wst_mean_13"
uniform25,small,20,advanced_stats,0.940741,0.054433,"R_std, R_var, R_min, R_range, R_cv, R_iqr, R_mad, R_grad_mean, G_std, G_var, G_min, G_range, G_cv, G_p10, G_iqr, G_mad, G_grad_mean, B_min, B_cv, B_p10;R_std, R_var, R_min, R_cv, R_p10, R_iqr, R_mad, G_std, G_var, G_min, G_range, G_cv, G_iqr, G_mad, B_min, B_cv, B_p10, B_p25, B_iqr, B_mad;R_std, R_var, R_iqr, R_mad, R_grad_mean, G_std, G_var, G_range, G_kurt, G_iqr, G_mad, G_grad_mean, B_std, B_var, B_max, B_range, B_skew, B_kurt, B_mad, B_grad_mean"
uniform25,small,20,hybrid,0.911111,0.069285,"R_std, R_var, R_min, R_range, R_cv, R_iqr, R_mad, G_std, G_var, G_min, G_range, G_cv, G_iqr, G_mad, B_min, B_p10, R_wst_mean_14, R_wst_mean_15, R_wst_std_0, G_wst_mean_14;R_std, R_var, R_min, R_cv, R_p10, R_iqr, R_mad, G_std, G_var, G_min, G_range, G_mad, B_min, B_cv, B_p10, R_wst_mean_16, R_wst_std_0, G_wst_mean_16, G_wst_std_0, B_wst_std_0;R_grad_mean, G_grad_mean, B_grad_mean, R_wst_mean_4, R_wst_mean_11, R_wst_mean_13, R_wst_std_0, R_wst_std_13, G_wst_mean_10, G_wst_mean_11, G_wst_mean_12, G_wst_mean_13, G_wst_mean_14, G_wst_std_11, G_wst_std_13, B_wst_mean_9, B_wst_mean_10, B_wst_mean_11, B_wst_mean_12, B_wst_mean_13"
uniform25,small,20,wst,0.925926,0.084063,"R_wst_mean_0, R_wst_mean_4, R_wst_mean_5, R_wst_mean_12, R_wst_mean_13, R_wst_mean_14, R_wst_mean_15, R_wst_mean_16, R_wst_std_0, R_wst_std_13, R_wst_std_14, G_wst_mean_3, G_wst_mean_5, G_wst_mean_6, G_wst_mean_7, G_wst_mean_13, G_wst_mean_14, G_wst_mean_15, G_wst_mean_16, G_wst_std_0;R_wst_mean_0, R_wst_mean_1, R_wst_mean_7, R_wst_mean_8, R_wst_mean_9, R_wst_mean_10, R_wst_mean_15, R_wst_mean_16, R_wst_std_0, R_wst_std_7, G_wst_mean_2, G_wst_mean_7, G_wst_mean_9, G_wst_mean_10, G_wst_mean_15, G_wst_mean_16, G_wst_std_0, B_wst_mean_0, B_wst_mean_16, B_wst_std_0;R_wst_mean_4, R_wst_mean_11, R_wst_mean_12, R_wst_mean_13, R_wst_std_0, R_wst_std_13, G_wst_mean_10, G_wst_mean_11, G_wst_mean_12, G_wst_mean_13, G_wst_mean_14, G_wst_std_11, G_wst_std_12, G_wst_std_13, B_wst_mean_9, B_wst_mean_10, B_wst_mean_11, B_wst_mean_12, B_wst_mean_13, B_wst_std_13"
uniform40,mini,2,advanced_stats,0.755556,0.187766,"G_min, B_min;R_min, G_range;R_min, G_min"
uniform40,mini,2,hybrid,0.866667,0.153311,"G_min, B_min;G_min, G_range;R_min, G_grad_mean"
uniform40,mini,2,wst,0.888889,0.153311,"R_wst_mean_14, B_wst_mean_0;G_wst_std_0, B_wst_mean_0;R_wst_mean_13, R_wst_std_13"
uniform40,mini,5,advanced_stats,0.844444,0.153311,"R_min, G_min, G_range, B_min, B_cv;R_min, R_max, G_min, G_range, B_p10;R_var, R_mad, R_grad_mean, G_min, G_grad_mean"
uniform40,mini,5,hybrid,0.844444,0.143322,"R_min, G_min, G_max, B_min, B_p10;R_max, G_range, B_min, B_max, B_p50;R_min, G_min, G_grad_mean, R_wst_mean_12, G_wst_mean_13"
uniform40,mini,5,wst,0.955556,0.054433,"R_wst_mean_13, R_wst_mean_14, R_wst_std_13, G_wst_mean_10, B_wst_mean_0;R_wst_mean_0, R_wst_std_0, G_wst_mean_18, G_wst_std_0, B_wst_mean_0;R_wst_mean_13, R_wst_std_0, R_wst_std_11, G_wst_mean_9, G_wst_mean_11"
uniform40,mini,10,advanced_stats,0.933333,0.054433,"R_min, R_grad_mean, G_min, G_max, G_range, G_iqr, B_min, B_cv, B_p10, B_p25;R_min, R_max, G_min, G_range, B_mean, B_min, B_max, B_p10, B_p25, B_p50;R_std, R_var, R_min, R_kurt, R_iqr, R_mad, R_grad_mean, G_min, G_grad_mean, B_kurt"
uniform40,mini,10,hybrid,0.866667,0.153311,"G_std, G_min, G_range, G_mad, B_min, B_cv, B_p10, R_wst_mean_14, G_wst_mean_10, B_wst_mean_0;R_min, R_max, G_std, G_var, G_min, G_range, B_mean, B_min, B_max, B_p10;G_min, G_iqr, G_grad_mean, R_wst_mean_12, R_wst_std_0, R_wst_std_13, G_wst_mean_9, G_wst_mean_10, G_wst_mean_11, G_wst_mean_12"
uniform40,mini,10,wst,0.888889,0.143322,"R_wst_mean_10, R_wst_mean_11, R_wst_mean_13, R_wst_mean_14, R_wst_std_10, R_wst_std_13, G_wst_mean_10, G_wst_mean_11, G_wst_std_0, B_wst_mean_0;R_wst_mean_0, R_wst_mean_10, R_wst_mean_11, R_wst_std_0, G_wst_mean_10, G_wst_mean_12, G_wst_mean_13, G_wst_mean_18, G_wst_std_0, B_wst_mean_0;R_wst_mean_11, R_wst_mean_12, R_wst_std_0, R_wst_std_11, G_wst_mean_9, G_wst_mean_10, G_wst_mean_11, G_wst_mean_12, G_wst_mean_13, G_wst_std_12"
uniform40,mini,20,advanced_stats,0.866667,0.172037,"R_std, R_var, R_min, R_mad, R_grad_mean, G_std, G_var, G_min, G_max, G_range, G_mad, B_mean, B_min, B_max, B_skew, B_cv, B_p10, B_p25, B_p50, B_p75;R_mean, R_std, R_min, R_max, R_p10, R_p25, R_p75, G_std, G_var, G_min, G_range, B_mean, B_min, B_max, B_cv, B_p10, B_p25, B_p50, B_p75, B_p90;R_std, R_var, R_min, R_kurt, R_iqr, R_mad, R_grad_mean, G_var, G_min, G_range, G_kurt, G_iqr, G_mad, G_grad_mean, B_max, B_skew, B_kurt, B_p90, B_iqr, B_grad_mean"
uniform40,mini,20,hybrid,0.866667,0.153311,"R_min, R_cv, R_mad, G_std, G_var, G_min, G_max, G_range, G_iqr, G_mad, B_mean, B_min, B_range, B_cv, B_p10, R_wst_mean_11, R_wst_mean_14, R_wst_mean_15, R_wst_std_13, B_wst_mean_0;R_max, R_p10, R_p25, R_p50, R_p75, G_std, G_var, G_min, G_range, B_mean, B_min, B_max, B_p10, B_p25, B_p50, B_p75, R_wst_mean_0, R_wst_std_0, G_wst_std_0, B_wst_mean_0;R_std, R_var, R_min, R_kurt, R_mad, R_grad_mean, G_grad_mean, R_wst_mean_11, R_wst_mean_12, R_wst_mean_13, R_wst_std_0, R_wst_std_11, R_wst_std_13, G_wst_mean_9, G_wst_mean_10, G_wst_mean_11, G_wst_mean_12, G_wst_mean_13, G_wst_std_11, G_wst_std_12"
