noise_condition,dataset_type,k_features,feature_method,mean_accuracy,std_accuracy,selected_features_str
speckle55,mini,20,hybrid,0.888889,0.108866,"R_p90, G_p90, R_wst_mean_38, B_wst_mean_3, B_wst_mean_18, B_wst_mean_30, B_wst_mean_31, B_wst_mean_32, B_wst_mean_40, B_wst_mean_47, B_wst_mean_48, B_wst_mean_49, B_wst_mean_53, B_wst_mean_57, B_wst_mean_61, B_wst_mean_63, B_wst_mean_66, B_wst_mean_67, B_wst_mean_70, B_wst_std_37;R_mean, R_p90, G_p90, B_mean, B_skew, B_cv, B_p10, B_p25, B_p50, B_p75, B_p90, R_wst_std_17, B_wst_mean_0, B_wst_mean_2, B_wst_mean_6, B_wst_mean_7, B_wst_mean_73, B_wst_mean_77, B_wst_mean_78, B_wst_std_70;B_max, B_range, B_kurt, R_wst_std_0, R_wst_std_2, R_wst_std_5, R_wst_std_34, R_wst_std_70, B_wst_mean_9, B_wst_mean_16, B_wst_mean_59, B_wst_std_2, B_wst_std_3, B_wst_std_5, B_wst_std_7, B_wst_std_9, B_wst_std_10, B_wst_std_16, B_wst_std_28, B_wst_std_67"
speckle55,mini,20,wst,0.844444,0.159162,"R_wst_mean_54, R_wst_std_0, B_wst_mean_2, B_wst_mean_7, B_wst_mean_24, B_wst_mean_30, B_wst_mean_31, B_wst_mean_37, B_wst_mean_40, B_wst_mean_48, B_wst_mean_54, B_wst_mean_55, B_wst_mean_57, B_wst_mean_58, B_wst_mean_62, B_wst_mean_64, B_wst_mean_66, B_wst_mean_70, B_wst_std_37, B_wst_std_76;R_wst_mean_8, R_wst_mean_71, R_wst_mean_79, R_wst_std_17, G_wst_std_0, B_wst_mean_0, B_wst_mean_1, B_wst_mean_6, B_wst_mean_8, B_wst_mean_21, B_wst_mean_53, B_wst_mean_54, B_wst_mean_66, B_wst_mean_70, B_wst_mean_71, B_wst_mean_73, B_wst_mean_75, B_wst_mean_78, B_wst_mean_79, B_wst_std_70;R_wst_std_0, R_wst_std_1, R_wst_std_5, R_wst_std_70, B_wst_mean_17, B_wst_mean_50, B_wst_std_0, B_wst_std_2, B_wst_std_5, B_wst_std_6, B_wst_std_7, B_wst_std_9, B_wst_std_10, B_wst_std_12, B_wst_std_15, B_wst_std_16, B_wst_std_20, B_wst_std_28, B_wst_std_67, B_wst_std_77"
speckle55,original,2,advanced_stats,0.75942,0.046377,"B_cv, B_p25"
speckle55,original,2,advanced_stats,0.883333,0.092796,"B_kurt, B_cv"
speckle55,original,2,advanced_stats,0.959333,0.043825,"B_cv, B_p25"
speckle55,original,2,hybrid,0.957246,0.026367,"R_wst_std_0, G_wst_std_0"
speckle55,original,2,hybrid,0.983333,0.033333,"B_p25, R_wst_std_0"
speckle55,original,2,hybrid,0.950333,0.031277,"R_wst_std_0, G_wst_std_0"
speckle55,original,2,wst,0.957246,0.026367,"R_wst_std_0, G_wst_std_0"
speckle55,original,2,wst,0.9,0.056519,"R_wst_std_0, R_wst_std_2"
speckle55,original,2,wst,0.950333,0.031277,"R_wst_std_0, G_wst_std_0"
speckle55,original,5,advanced_stats,0.767754,0.040483,"B_skew, B_cv, B_p25, B_p50, B_grad_mean"
speckle55,original,5,advanced_stats,0.983333,0.033333,"B_mean, B_kurt, B_cv, B_p10, B_p25"
speckle55,original,5,advanced_stats,0.951,0.038996,"R_p10, R_p25, B_skew, B_cv, B_p25"
speckle55,original,5,hybrid,0.948913,0.040612,"B_cv, B_p25, R_wst_std_0, G_wst_std_0, B_wst_mean_51"
speckle55,original,5,hybrid,0.983333,0.033333,"B_kurt, B_cv, R_wst_std_0, R_wst_std_2, G_wst_std_0"
speckle55,original,5,hybrid,0.959,0.036539,"B_skew, B_cv, B_p25, R_wst_std_0, G_wst_std_0"
speckle55,original,5,wst,0.948551,0.031785,"R_wst_std_0, G_wst_std_0, B_wst_mean_40, B_wst_mean_51, B_wst_mean_53"
speckle55,original,5,wst,0.975,0.033333,"R_wst_std_0, R_wst_std_2, G_wst_std_0, B_wst_mean_20, B_wst_mean_47"
speckle55,original,5,wst,0.983333,0.020412,"R_wst_std_0, G_wst_std_0, B_wst_mean_2, B_wst_mean_5, B_wst_std_0"
speckle55,original,10,advanced_stats,0.768116,0.060106,"R_p25, G_skew, G_p25, G_p50, B_skew, B_cv, B_p10, B_p25, B_p50, B_grad_mean"
speckle55,original,10,advanced_stats,0.975,0.033333,"B_mean, B_std, B_var, B_kurt, B_cv, B_p10, B_p25, B_p75, B_iqr, B_grad_mean"
speckle55,original,10,advanced_stats,0.942667,0.040942,"R_skew, R_cv, R_p10, R_p25, B_skew, B_cv, B_p10, B_p25, B_p50, B_grad_mean"
speckle55,original,10,hybrid,0.948913,0.040612,"B_skew, B_cv, B_p10, B_p25, R_wst_std_0, G_wst_mean_1, G_wst_std_0, B_wst_mean_40, B_wst_mean_51, B_wst_mean_53"
speckle55,original,10,hybrid,0.983333,0.033333,"B_kurt, B_cv, B_p10, B_p25, R_wst_std_0, R_wst_std_2, G_wst_std_0, B_wst_mean_20, B_wst_mean_43, B_wst_mean_47"
speckle55,original,10,hybrid,0.983333,0.020412,"R_cv, R_p25, B_skew, B_cv, B_p10, B_p25, B_p50, R_wst_std_0, G_wst_std_0, B_wst_std_0"
speckle55,original,10,wst,0.940217,0.042655,"R_wst_std_0, G_wst_mean_1, G_wst_mean_5, G_wst_std_0, B_wst_mean_5, B_wst_mean_28, B_wst_mean_40, B_wst_mean_51, B_wst_mean_53, B_wst_mean_72"
speckle55,original,10,wst,0.975,0.033333,"R_wst_std_0, R_wst_std_2, G_wst_std_0, B_wst_mean_0, B_wst_mean_4, B_wst_mean_5, B_wst_mean_20, B_wst_mean_42, B_wst_mean_43, B_wst_mean_47"
speckle55,original,10,wst,0.967,0.031098,"R_wst_mean_5, R_wst_std_0, G_wst_std_0, B_wst_mean_0, B_wst_mean_1, B_wst_mean_2, B_wst_mean_3, B_wst_mean_5, B_wst_mean_32, B_wst_std_0"
speckle55,original,20,advanced_stats,0.845652,0.067496,"R_p25, R_p50, R_p90, G_mean, G_skew, G_cv, G_p25, G_p50, G_p75, G_iqr, G_grad_mean, B_mean, B_skew, B_kurt, B_cv, B_p10, B_p25, B_p50, B_p90, B_grad_mean"
speckle55,original,20,advanced_stats,0.983333,0.033333,"R_mean, R_std, R_var, R_p50, R_p90, B_mean, B_std, B_var, B_max, B_skew, B_kurt, B_cv, B_p10, B_p25, B_p50, B_p75, B_p90, B_iqr, B_mad, B_grad_mean"
speckle55,original,20,advanced_stats,0.934,0.033025,"R_mean, R_skew, R_cv, R_p10, R_p25, R_p50, R_p75, R_grad_mean, G_cv, B_mean, B_var, B_skew, B_cv, B_p10, B_p25, B_p50, B_p75, B_p90, B_iqr, B_grad_mean"
speckle55,original,20,hybrid,0.940217,0.042655,"B_skew, B_cv, B_p10, B_p25, B_grad_mean, R_wst_mean_1, R_wst_mean_73, R_wst_std_0, G_wst_mean_1, G_wst_mean_3, G_wst_mean_5, G_wst_std_0, B_wst_mean_2, B_wst_mean_5, B_wst_mean_28, B_wst_mean_40, B_wst_mean_48, B_wst_mean_51, B_wst_mean_53, B_wst_mean_72"
speckle55,original,20,hybrid,0.983333,0.033333,"B_mean, B_kurt, B_cv, B_p10, B_p25, B_p75, R_wst_std_0, R_wst_std_2, G_wst_std_0, B_wst_mean_0, B_wst_mean_4, B_wst_mean_5, B_wst_mean_6, B_wst_mean_8, B_wst_mean_20, B_wst_mean_42, B_wst_mean_43, B_wst_mean_46, B_wst_mean_47, B_wst_mean_78"
speckle55,original,20,hybrid,0.959,0.036539,"R_skew, R_cv, R_p10, R_p25, B_skew, B_cv, B_p10, B_p25, B_p50, B_grad_mean, R_wst_mean_5, R_wst_std_0, G_wst_std_0, B_wst_mean_0, B_wst_mean_1, B_wst_mean_2, B_wst_mean_3, B_wst_mean_5, B_wst_mean_32, B_wst_std_0"
speckle55,original,20,wst,0.948913,0.049046,"R_wst_mean_1, R_wst_mean_28, R_wst_mean_73, R_wst_std_0, G_wst_mean_1, G_wst_mean_3, G_wst_mean_5, G_wst_std_0, B_wst_mean_2, B_wst_mean_3, B_wst_mean_5, B_wst_mean_7, B_wst_mean_28, B_wst_mean_40, B_wst_mean_48, B_wst_mean_51, B_wst_mean_53, B_wst_mean_59, B_wst_mean_67, B_wst_mean_72"
speckle55,original,20,wst,0.975,0.033333,"R_wst_std_0, R_wst_std_2, R_wst_std_3, R_wst_std_5, G_wst_std_0, B_wst_mean_0, B_wst_mean_4, B_wst_mean_5, B_wst_mean_6, B_wst_mean_8, B_wst_mean_19, B_wst_mean_20, B_wst_mean_42, B_wst_mean_43, B_wst_mean_44, B_wst_mean_46, B_wst_mean_47, B_wst_mean_69, B_wst_mean_73, B_wst_mean_78"
speckle55,original,20,wst,0.959,0.025311,"R_wst_mean_0, R_wst_mean_4, R_wst_mean_5, R_wst_mean_7, R_wst_std_0, G_wst_std_0, B_wst_mean_0, B_wst_mean_1, B_wst_mean_2, B_wst_mean_3, B_wst_mean_4, B_wst_mean_5, B_wst_mean_6, B_wst_mean_7, B_wst_mean_31, B_wst_mean_32, B_wst_mean_46, B_wst_mean_51, B_wst_mean_58, B_wst_std_0"
speckle55,small,2,advanced_stats,0.911111,0.08077,"G_cv, G_p50;B_cv, B_p25;B_var, B_cv"
speckle55,small,2,hybrid,0.918519,0.057346,"R_wst_std_0, G_wst_std_0;R_wst_std_0, G_wst_std_0;B_cv, R_wst_std_0"
speckle55,small,2,wst,0.940741,0.059259,"R_wst_std_0, G_wst_std_0;R_wst_std_0, G_wst_std_0;R_wst_std_0, B_wst_std_24"
speckle55,small,5,advanced_stats,0.881481,0.108679,"G_skew, G_cv, G_p10, B_cv, B_p90;B_skew, B_cv, B_p10, B_p25, B_p50;B_std, B_var, B_cv, B_p10, B_mad"
speckle55,small,5,hybrid,0.933333,0.062589,"R_wst_std_0, G_wst_mean_27, G_wst_std_0, B_wst_mean_45, B_wst_mean_75;B_cv, R_wst_std_0, G_wst_std_0, B_wst_mean_7, B_wst_std_0;B_cv, R_wst_std_0, R_wst_std_3, B_wst_std_24, B_wst_std_74"
speckle55,small,5,wst,0.918519,0.07216,"R_wst_std_0, G_wst_mean_27, G_wst_std_0, B_wst_mean_45, B_wst_mean_75;R_wst_std_0, G_wst_std_0, B_wst_mean_2, B_wst_mean_7, B_wst_std_0;R_wst_std_0, R_wst_std_3, B_wst_std_24, B_wst_std_26, B_wst_std_74"
speckle55,small,10,advanced_stats,0.888889,0.07216,"G_mean, G_skew, G_cv, G_p10, G_p50, B_skew, B_cv, B_p10, B_p90, B_grad_mean;R_cv, R_p10, R_p25, B_mean, B_skew, B_cv, B_p10, B_p25, B_p50, B_grad_mean;B_mean, B_std, B_var, B_kurt, B_cv, B_p10, B_p75, B_iqr, B_mad, B_grad_mean"
speckle55,small,10,hybrid,0.948148,0.077404,"G_cv, G_p10, R_wst_mean_14, R_wst_std_0, G_wst_mean_21, G_wst_mean_27, G_wst_std_0, B_wst_mean_38, B_wst_mean_45, B_wst_mean_75;B_skew, B_cv, B_p25, R_wst_mean_4, R_wst_std_0, G_wst_std_0, B_wst_mean_2, B_wst_mean_7, B_wst_mean_62, B_wst_std_0;B_cv, R_wst_std_0, R_wst_std_3, B_wst_std_24, B_wst_std_26, B_wst_std_45, B_wst_std_54, B_wst_std_69, B_wst_std_74, B_wst_std_76"
speckle55,small,10,wst,0.933333,0.07549,"R_wst_mean_14, R_wst_std_0, G_wst_mean_21, G_wst_mean_27, G_wst_mean_30, G_wst_std_0, B_wst_mean_38, B_wst_mean_45, B_wst_mean_74, B_wst_mean_75;R_wst_mean_4, R_wst_mean_6, R_wst_std_0, G_wst_mean_76, G_wst_std_0, B_wst_mean_2, B_wst_mean_4, B_wst_mean_7, B_wst_mean_62, B_wst_std_0;R_wst_std_0, R_wst_std_3, B_wst_std_24, B_wst_std_26, B_wst_std_43, B_wst_std_45, B_wst_std_54, B_wst_std_69, B_wst_std_74, B_wst_std_76"
speckle55,small,20,advanced_stats,0.888889,0.07216,"R_mean, R_p50, R_p75, G_mean, G_skew, G_cv, G_p10, G_p25, G_p50, G_grad_mean, B_std, B_var, B_skew, B_kurt, B_cv, B_p10, B_p25, B_p90, B_mad, B_grad_mean;R_mean, R_skew, R_cv, R_p10, R_p25, R_p50, R_p75, R_p90, R_grad_mean, G_p10, B_mean, B_skew, B_kurt, B_cv, B_p10, B_p25, B_p50, B_p75, B_iqr, B_grad_mean;R_mean, R_p25, R_p50, R_grad_mean, B_mean, B_std, B_var, B_max, B_range, B_skew, B_kurt, B_cv, B_p10, B_p25, B_p50, B_p75, B_p90, B_iqr, B_mad, B_grad_mean"
speckle55,small,20,hybrid,0.925926,0.074074,"G_skew, G_cv, G_p10, B_cv, B_p90, R_wst_mean_14, R_wst_std_0, R_wst_std_51, G_wst_mean_21, G_wst_mean_27, G_wst_mean_30, G_wst_std_0, B_wst_mean_7, B_wst_mean_15, B_wst_mean_35, B_wst_mean_38, B_wst_mean_45, B_wst_mean_70, B_wst_mean_74, B_wst_mean_75;R_cv, B_skew, B_cv, B_p10, B_p25, B_p50, R_wst_mean_4, R_wst_mean_6, R_wst_std_0, G_wst_mean_76, G_wst_std_0, B_wst_mean_0, B_wst_mean_2, B_wst_mean_3, B_wst_mean_4, B_wst_mean_7, B_wst_mean_30, B_wst_mean_37, B_wst_mean_62, B_wst_std_0;B_cv, R_wst_std_0, R_wst_std_3, G_wst_std_0, B_wst_mean_36, B_wst_std_19, B_wst_std_24, B_wst_std_25, B_wst_std_26, B_wst_std_43, B_wst_std_44, B_wst_std_45, B_wst_std_54, B_wst_std_62, B_wst_std_63, B_wst_std_66, B_wst_std_69, B_wst_std_74, B_wst_std_75, B_wst_std_76"
speckle55,small,20,wst,0.925926,0.080901,"R_wst_mean_14, R_wst_std_0, R_wst_std_51, G_wst_mean_21, G_wst_mean_27, G_wst_mean_30, G_wst_std_0, B_wst_mean_6, B_wst_mean_7, B_wst_mean_15, B_wst_mean_35, B_wst_mean_38, B_wst_mean_41, B_wst_mean_45, B_wst_mean_53, B_wst_mean_55, B_wst_mean_63, B_wst_mean_70, B_wst_mean_74, B_wst_mean_75;R_wst_mean_4, R_wst_mean_5, R_wst_mean_6, R_wst_std_0, G_wst_mean_76, G_wst_std_0, B_wst_mean_0, B_wst_mean_2, B_wst_mean_3, B_wst_mean_4, B_wst_mean_7, B_wst_mean_20, B_wst_mean_30, B_wst_mean_33, B_wst_mean_34, B_wst_mean_37, B_wst_mean_47, B_wst_mean_62, B_wst_mean_65, B_wst_std_0;R_wst_std_0, R_wst_std_3, G_wst_std_0, B_wst_mean_36, B_wst_std_19, B_wst_std_24, B_wst_std_25, B_wst_std_26, B_wst_std_43, B_wst_std_44, B_wst_std_45, B_wst_std_54, B_wst_std_62, B_wst_std_63, B_wst_std_66, B_wst_std_67, B_wst_std_69, B_wst_std_74, B_wst_std_75, B_wst_std_76"
